brand,model_code_base,lineup,year,panel_tech,tier,sku_full,size_inch,region,weight_kg,power_w,local_dimming_zones,audio_output_w,price_msrp,price_street,currency,availability,estimated_fields
LG,C5,OLED evo C5,2025,WOLED,high,C5-48IN-KR,48,KR,14.00,110,,40,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,C5-55IN-KR,55,KR,16.00,130,,40,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,OLED65C5KNA,65,KR,18.50,150,,40,,,KRW,판매중,"color, power_w, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,C5-77IN-KR,77,KR,22.00,180,,40,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,C5-83IN-KR,83,KR,24.00,190,,40,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,C5-42IN-US,42,US,12.00,100,,40,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,C5-48IN-US,48,US,14.00,110,,40,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,C5-55IN-US,55,US,16.00,130,,40,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,OLED65C5PUA,65,US,18.50,150,,40,1399,,USD,판매중,"color, power_w, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,C5-77IN-US,77,US,22.00,180,,40,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C5,OLED evo C5,2025,WOLED,high,C5-83IN-US,83,US,24.00,190,,40,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,C6,OLED evo C6,2026,WOLED,high,C6-42IN-KR,42,KR,12.00,100,,40,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,C6,OLED evo C6,2026,WOLED,high,C6-48IN-KR,48,KR,14.00,110,,40,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,C6,OLED evo C6,2026,WOLED,high,C6-55IN-KR,55,KR,16.00,130,,40,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,C6,OLED evo C6,2026,WOLED,high,OLED65C6KNA,65,KR,18.50,150,,40,,,KRW,출시예정,"color, power_w, stand_type, weight_kg"
LG,C6,OLED evo C6,2026,WOLED,high,C6-77IN-KR,77,KR,22.00,180,,40,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,C6,OLED evo C6,2026,WOLED,high,C6-83IN-KR,83,KR,24.00,190,,40,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,G3,OLED evo G3,2023,WOLED,flagship,OLED65G3KNA,65,KR,18.50,150,,60,,,KRW,판매중,"color, power_w, stand_type, weight_kg"
LG,G4,OLED evo G4,2024,WOLED,flagship,OLED65G4KNA,65,KR,18.50,150,,60,,2890000,KRW,판매중,"color, power_w, stand_type, weight_kg"
LG,G4,OLED evo G4,2024,WOLED,flagship,OLED65G4WUA,65,US,18.50,150,,60,1599,,USD,판매중,"color, power_w, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,G5-55IN-KR,55,KR,16.00,130,,60,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,OLED65G5KNA,65,KR,18.50,150,,60,,3590000,KRW,판매중,"color, power_w, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,G5-77IN-KR,77,KR,22.00,180,,60,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,G5-83IN-KR,83,KR,24.00,190,,60,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,G5-97IN-KR,97,KR,28.00,220,,60,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,G5-55IN-US,55,US,16.00,130,,60,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,OLED65G5WUA,65,US,18.50,150,,60,2299,2299,USD,판매중,"color, power_w, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,G5-77IN-US,77,US,22.00,180,,60,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,G5-83IN-US,83,US,24.00,190,,60,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,G5,OLED evo G5,2025,WOLED,flagship,G5-97IN-US,97,US,28.00,220,,60,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
LG,G6,OLED evo G6,2026,WOLED,flagship,G6-55IN-KR,55,KR,16.00,130,,60,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,G6,OLED evo G6,2026,WOLED,flagship,OLED65G6KNA,65,KR,18.50,150,,60,,,KRW,출시예정,"color, power_w, stand_type, weight_kg"
LG,G6,OLED evo G6,2026,WOLED,flagship,G6-77IN-KR,77,KR,22.00,180,,60,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,G6,OLED evo G6,2026,WOLED,flagship,G6-83IN-KR,83,KR,24.00,190,,60,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,G6,OLED evo G6,2026,WOLED,flagship,G6-97IN-KR,97,KR,28.00,220,,60,,,KRW,출시예정,"color, power_w, sku_full, stand_type, weight_kg"
LG,QNED80T,QNED,2024,LED-LCD,mid,65QNED80TKA,65,KR,23.00,170,,20,,,KRW,판매중,"color, power_w, stand_type, weight_kg"
LG,QNED90T,QNED,2024,Mini-LED,high,65QNED90TKA,65,KR,23.00,200,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
LG,QNED9M,QNED evo,2025,Mini-LED,high,65QNED9MKA,65,KR,23.00,200,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
LG,QNED9M,QNED evo,2025,Mini-LED,high,QNED9M-75IN-KR,75,KR,26.00,220,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
LG,QNED9M,QNED evo,2025,Mini-LED,high,QNED9M-86IN-KR,86,KR,30.00,260,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Sony,A80L,BRAVIA A80L,2023,WOLED,high,XR-65A80L,65,KR,18.50,150,,40,,,KRW,판매중,"color, power_w, stand_type, weight_kg"
Sony,A95L,BRAVIA A95L,2023,QD-OLED,flagship,XR-65A95L,65,KR,18.50,150,,70,,3490000,KRW,판매중,"color, power_w, stand_type, weight_kg"
Sony,A95L,BRAVIA A95L,2023,QD-OLED,flagship,XR-65A95L,65,US,18.50,150,,70,2498,,USD,판매중,"color, power_w, stand_type, weight_kg"
Sony,X90L,BRAVIA X90L,2023,LED-LCD,mid,XR-65X90L,65,KR,23.00,170,48,20,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
Sony,XR50,BRAVIA 5,2025,Mini-LED,high,XR50-55IN-KR,55,KR,19.00,160,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Sony,XR50,BRAVIA 5,2025,Mini-LED,high,K-65XR50,65,KR,23.00,200,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
Sony,XR50,BRAVIA 5,2025,Mini-LED,high,XR50-75IN-KR,75,KR,26.00,220,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Sony,XR50,BRAVIA 5,2025,Mini-LED,high,XR50-85IN-KR,85,KR,29.50,260,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Sony,XR50,BRAVIA 5,2025,Mini-LED,high,XR50-98IN-KR,98,KR,34.50,290,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Sony,XR70,BRAVIA 7,2024,Mini-LED,mid,K-65XR70,65,KR,23.00,200,256,20,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
Sony,XR80,BRAVIA 8,2024,WOLED,high,K-65XR80,65,KR,18.50,150,,40,,,KRW,판매중,"color, power_w, stand_type, weight_kg"
Sony,XR80II,BRAVIA 8 II,2025,QD-OLED,flagship,XR80II-55IN-KR,55,KR,16.00,130,,70,,,KRW,판매중,"color, power_w, sku_full, stand_type, weight_kg"
Sony,XR80II,BRAVIA 8 II,2025,QD-OLED,flagship,K-65XR80II,65,KR,18.50,150,,70,,3790000,KRW,판매중,"color, power_w, stand_type, weight_kg"
Sony,XR80II,BRAVIA 8 II,2025,QD-OLED,flagship,XR80II-55IN-US,55,US,16.00,130,,70,,,USD,판매중,"color, power_w, sku_full, stand_type, weight_kg"
Sony,XR80II,BRAVIA 8 II,2025,QD-OLED,flagship,K-65XR80M2,65,US,18.50,150,,70,2398,2398,USD,판매중,"color, power_w, stand_type, weight_kg"
Sony,XR90,BRAVIA 9,2024,Mini-LED,flagship,K-65XR90,65,KR,23.00,200,1344,70,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
Sony,XR90,BRAVIA 9,2024,Mini-LED,flagship,K-65XR90,65,US,23.00,200,1344,70,2499,,USD,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,C845,C845,2023,Mini-LED,high,65C845,65,KR,23.00,200,512,40,,1290000,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,C855,C855,2024,Mini-LED,high,65C855,65,KR,23.00,200,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-50IN-KR,50,KR,17.50,150,256,20,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-55IN-KR,55,KR,19.00,160,256,20,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,65QM6K,65,KR,23.00,200,256,20,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-75IN-KR,75,KR,26.00,220,256,20,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-85IN-KR,85,KR,29.50,260,256,20,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-98IN-KR,98,KR,34.50,290,256,20,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-50IN-US,50,US,17.50,150,256,20,750,750,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-55IN-US,55,US,19.00,160,256,20,800,800,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-65IN-US,65,US,23.00,200,256,20,1000,1000,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-75IN-US,75,US,26.00,220,256,20,1300,1300,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-85IN-US,85,US,29.50,260,256,20,2000,2000,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM6K,QM6K,2025,Mini-LED,mid,QM6K-98IN-US,98,US,34.50,290,256,20,3500,3500,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-55IN-KR,55,KR,19.00,160,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,65QM7K,65,KR,23.00,200,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-75IN-KR,75,KR,26.00,220,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-85IN-KR,85,KR,29.50,260,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-98IN-KR,98,KR,34.50,290,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-115IN-KR,115,KR,40.00,340,512,40,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-55IN-US,55,US,19.00,160,512,40,1299,1299,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,65QM7K,65,US,23.00,200,512,40,1499,1499,USD,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-75IN-US,75,US,26.00,220,512,40,1999,1999,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-85IN-US,85,US,29.50,260,512,40,2499,2499,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-98IN-US,98,US,34.50,290,512,40,3999,3999,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM7K,QM7K,2025,Mini-LED,high,QM7K-115IN-US,115,US,40.00,340,512,40,19999,19999,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM851G,QM8,2024,Mini-LED,flagship,65QM851G,65,KR,23.00,200,1344,60,,,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,QM851G,QM8,2024,Mini-LED,flagship,65QM851G,65,US,23.00,200,1344,60,999,,USD,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,QM8K,QM8K,2025,Mini-LED,flagship,65QM8K,65,KR,23.00,200,1344,60,,1890000,KRW,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,QM8K,QM8K,2025,Mini-LED,flagship,QM8K-75IN-KR,75,KR,26.00,220,1344,60,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM8K,QM8K,2025,Mini-LED,flagship,QM8K-85IN-KR,85,KR,29.50,260,1344,60,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM8K,QM8K,2025,Mini-LED,flagship,QM8K-98IN-KR,98,KR,34.50,290,1344,60,,,KRW,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM8K,QM8K,2025,Mini-LED,flagship,65QM8K,65,US,23.00,200,1344,60,1299,1299,USD,판매중,"color, local_dimming_zones, power_w, stand_type, weight_kg"
TCL,QM8K,QM8K,2025,Mini-LED,flagship,QM8K-75IN-US,75,US,26.00,220,1344,60,,,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM8K,QM8K,2025,Mini-LED,flagship,QM8K-85IN-US,85,US,29.50,260,1344,60,,,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
TCL,QM8K,QM8K,2025,Mini-LED,flagship,QM8K-98IN-US,98,US,34.50,290,1344,60,,,USD,판매중,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,A-Pro,Xiaomi TV A Pro,2025,LED-LCD,mid,A-Pro-43IN-Global,43,Global,15.00,110,48,20,,,KRW,해외판매,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,A-Pro,Xiaomi TV A Pro,2025,LED-LCD,mid,A-Pro-50IN-Global,50,Global,17.50,130,48,20,,,KRW,해외판매,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,A-Pro,Xiaomi TV A Pro,2025,LED-LCD,mid,A-Pro-55IN-Global,55,Global,19.00,140,48,20,,,KRW,해외판매,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,A-Pro,Xiaomi TV A Pro,2025,LED-LCD,mid,XM-A-PRO-65,65,Global,23.00,170,48,20,,,KRW,해외판매,"color, local_dimming_zones, power_w, stand_type, weight_kg"
Xiaomi,A-Pro,Xiaomi TV A Pro,2025,LED-LCD,mid,A-Pro-75IN-Global,75,Global,26.00,200,48,20,,,KRW,해외판매,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,A-Pro,Xiaomi TV A Pro,2025,LED-LCD,mid,A-Pro-85IN-Global,85,Global,29.50,220,48,20,,,KRW,해외판매,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,S-MiniLED,Xiaomi TV S Pro Mini LED,2025,Mini-LED,high,XM-S-MINILED-65,65,Global,23.00,200,512,40,,,KRW,해외판매,"color, local_dimming_zones, power_w, stand_type, weight_kg"
Xiaomi,S-MiniLED,Xiaomi TV S Pro Mini LED,2025,Mini-LED,high,S-MiniLED-75IN-Global,75,Global,26.00,220,512,40,,,KRW,해외판매,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,S-MiniLED,Xiaomi TV S Pro Mini LED,2025,Mini-LED,high,S-MiniLED-85IN-Global,85,Global,29.50,260,512,40,,,KRW,해외판매,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,S-MiniLED,Xiaomi TV S Pro Mini LED,2025,Mini-LED,high,S-MiniLED-100IN-Global,100,Global,35.00,300,512,40,,,KRW,해외판매,"color, local_dimming_zones, power_w, sku_full, stand_type, weight_kg"
Xiaomi,S-OLED,Xiaomi TV S OLED,2025,WOLED,high,S-OLED-55IN-Global,55,Global,16.00,130,,40,,,KRW,해외판매,"color, power_w, sku_full, stand_type, weight_kg"
Xiaomi,S-OLED,Xiaomi TV S OLED,2025,WOLED,high,XM-S-OLED-65,65,Global,18.50,150,,40,,,KRW,해외판매,"color, power_w, stand_type, weight_kg"
Xiaomi,S-OLED,Xiaomi TV S OLED,2025,WOLED,high,S-OLED-77IN-Global,77,Global,22.00,180,,40,,,KRW,해외판매,"color, power_w, sku_full, stand_type, weight_kg"
